_id,id,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
1344139,174724,0040C00013000000,859 FORD ST,City of Pittsburgh,3000,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,1944-06-05,2018-06-08,40.4414381656,-80.0577582106,42003281500,Crafton Heights,2,28,1-18,6,5,Northern,Emerald
1344140,177213,0087F00074000000,5611 MELVIN ST,City of Pittsburgh,432,Vacant Land,RM-M,Public Sale,Sale Pending,Treasurer Sale,1953-06-01,2018-06-13,40.4303039698,-79.9269071877,42003141300,Squirrel Hill South,5,14,2-21,4,3,Eastern,Frick
1344141,182429,0184E00080000000,1201  MIFFLIN RD,City of Pittsburgh,313196,Vacant Land,HC,URA Transfer,Available for Sale,Purchase,2003-03-26,2018-06-08,40.37134027978962,-79.91446869464471,42003310200,Lincoln Place,5,31,4-20,4,3,Eastern,Frick
1344142,977751,0027B00137000000,813 ANAHEIM ST,City of Pittsburgh,1500,Vacant Land,R2-L,Unknown,Cancelled,Treasurer Sale,2017-09-01,2018-06-14,40.4519537234,-79.9599934153,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1344143,977773,0125G00082000000,6820 FRANKSTOWN AVE,City of Pittsburgh,3301,Building,R2-L,Unknown,Cancelled,Unknown,2017-09-01,2018-06-14,40.4579288157,-79.9052047642,42003120700,Homewood West,9,12,3-17,5,2,Eastern,Highland
1344144,914422,0125B00064000000,6520 WINSLOW ST,City of Pittsburgh,2084,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2017-10-27,2018-06-11,40.4620803133,-79.9095748367,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
1344145,184341,0174B00173000000,7161  MOUNT VERNON ST,City of Pittsburgh,2325,Building,R2-L,Public Sale,Sale Pending,Treasurer Sale,2014-10-24,2018-06-05,40.46165473997088,-79.89478045647016,42003130100,Homewood North,9,13,3-17,5,2,Eastern,Highland
1344146,989729,0026K00111000000,3446 MONROE ST,City of Pittsburgh,2819,Vacant Land,R2-L,Public Sale,Sale Pending,Treasurer Sale,2018-10-19,2022-11-17,40.4564473399,-79.9608453632,42003050600,Upper Hill,6,5,2-24,2,3,Central,Schenley
1344147,989733,0050L00189000000,5166 BROAD ST,City of Pittsburgh,2375,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2018-10-19,2022-11-21,40.4659666106,-79.9403662696,42003101700,Garfield,9,10,3-4,5,2,Central,Northeast
1344148,177187,0083F00203000000,536 MELLON ST,City of Pittsburgh,802,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,1950-06-05,2022-11-17,40.4683727606,-79.9262672916,42003111300,East Liberty,9,11,3-8,5,2,Central,Northeast
1344149,178370,0124N00145000000,134 CARVER ST,City of Pittsburgh,1632,Vacant Land,R2-H,Public Sale,Sale Pending,Treasurer Sale,2009-11-20,2022-11-28,40.4640114814,-79.9146697391,42003120800,Larimer,9,12,3-10,5,2,Eastern,Northeast
1344150,176324,0056C00222000000,385 FLOWERS AVE,City of Pittsburgh,2393,Vacant Land,R1A-H,Public Sale,Sale Pending,Treasurer Sale,2012-10-26,2022-11-21,40.4122736957,-79.9383135923,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1344151,985654,0014J00276000000,437 CHALFONT ST,City of Pittsburgh,2563,Building,R2-H,Public Sale,Sale Pending,Treasurer Sale,2018-04-20,2022-11-21,40.4168878869,-79.9989104079,42003562400,Beltzhoover,3,18,4-21,3,4,Southern,Southern
1344152,998303,0035K00016000A00,1902 BROADWAY AVE,City of Pittsburgh,1548,Building,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2019-04-18,2022-11-30,40.4071876134,-80.0274033637,42003192000,Beechview,4,19,4-28,6,5,Southern,Southern
1344153,171681,0006A00008000000,332 VIOLET WAY,City of Pittsburgh,1200,Vacant Land,LNC,Public Sale,Sale Pending,Treasurer Sale,2008-12-05,2022-11-17,40.4422674126,-80.0327346826,42003562600,West End,2,20,1-17,6,5,Northern,Western
1344154,172960,0019M00060000000,106 WABASH ST,City of Pittsburgh,2034,Vacant Land,LNC,Public Sale,Sale Pending,Treasurer Sale,2010-10-22,2022-11-17,40.4379153232,-80.0348527077,42003562600,West End,2,20,1-17,6,5,Northern,Western
1344155,173066,0020L00192000000,1044 MARENA ST,City of Pittsburgh,5040,Vacant Land,R1D-H,Public Sale,Sale Pending,Treasurer Sale,2006-12-04,2022-11-21,40.4471212992,-80.038563764,42003562600,Elliott,2,20,1-17,6,5,Northern,Western
1344156,998308,0045E00321000000,1230 WOODLAND AVE,City of Pittsburgh,2596,Vacant Land,R1A-VH,Public Sale,Sale Pending,Treasurer Sale,2019-04-18,2022-11-17,40.4695675486,-80.0286922675,42003271500,Marshall-Shadeland,1,27,1-14,1,1,Northern,Northern
1344157,184401,0076A00232000000,3516  BRIGHTON RD,City of Pittsburgh,2755,Building,H,Public Sale,Sale Pending,Treasurer Sale,2015-08-14,2022-11-29,40.479619582,-80.0308054427,42003270800,Brighton Heights,1,27,1-14,1,1,Northern,Northern
1344158,914316,0027B00365000000,749  SHAWNEE ST,City of Pittsburgh,5329,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4512287298,-79.9613880164,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1344159,914317,0027B00392000000,826  SHAWNEE ST,City of Pittsburgh,2384,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4505099218,-79.9603564017,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1344160,914318,0027B00393000000,828  SHAWNEE ST,City of Pittsburgh,2130,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4504932678,-79.9602652793,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1344161,183649,0050J00004000000,305  MATHILDA ST,City of Pittsburgh,1705,Vacant Land,R1D-M,Public Sale,Sale Pending,,,2017-05-09,40.4671758943,-79.9462012148,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344162,914349,0050G00090000000,5144  HILLCREST ST,City of Pittsburgh,3200,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4683356236,-79.9407668021,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344163,914353,0050G00244000000,5141  HILLCREST ST,City of Pittsburgh,2000,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4687704712,-79.9408764927,42003101600,Garfield,9,10,3-4,5,2,Central,Highland
1344164,914356,0050H00007000000,5339  ROSETTA ST,City of Pittsburgh,1400,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4674068552,-79.9364605728,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344165,914357,0050L00017000D00,312  N ATLANTIC AVE,City of Pittsburgh,1416,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.467023508,-79.9377332934,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344166,914358,0050L00023000B00,5321  BROWN WAY,City of Pittsburgh,864,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4669776207,-79.9370835624,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344167,914359,0050L00023000C00,5319  BROWN WAY,City of Pittsburgh,756,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4669848256,-79.9371330448,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344168,914360,0050L00025000A00,5307  BROWN WAY,City of Pittsburgh,864,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4670280828,-79.9374428337,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344169,914361,0050L00025000B00,5309  BROWN WAY,City of Pittsburgh,756,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4670190404,-79.9373897248,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344170,914362,0050M00012000000,5328  ROSETTA ST,City of Pittsburgh,784,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4670931726,-79.9368258608,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344171,914363,0050M00013000000,0  ROSETTA ST,City of Pittsburgh,784,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.467086748,-79.9367730314,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344172,914364,0050M00014000000,5332  ROSETTA ST,City of Pittsburgh,784,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4670780295,-79.9367222107,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344173,914365,0050M00018000B00,0  ROSETTA ST,City of Pittsburgh,802,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4670419428,-79.9364558759,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344174,914366,0050M00019000A00,5345  BROWN WAY,City of Pittsburgh,756,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4668882373,-79.9364419161,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344175,914367,0050M00020000B00,5349  BROWN WAY,City of Pittsburgh,756,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4668737295,-79.9363390029,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344176,914369,0050M00053000A00,5336  BROWN WAY,City of Pittsburgh,926,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4667135965,-79.9366914063,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344177,914370,0050M00053000B00,5338  BROWN WAY,City of Pittsburgh,797,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4667091752,-79.9366362017,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344178,914371,0050M00053000C00,5340  BROWN WAY,City of Pittsburgh,799,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4667006265,-79.9365830242,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344179,914372,0050M00053000D00,5342  BROWN WAY,City of Pittsburgh,798,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4666905786,-79.9365235667,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344180,914373,0050M00055000000,5327  KINCAID ST,City of Pittsburgh,1243,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4665771491,-79.9368045431,42003101700,Garfield,9,10,3-4,5,2,Central,Highland
1344181,914411,0124F00174000000,678  LENORA ST,City of Pittsburgh,1940,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-23,40.4681827001,-79.9103873308,42003120400,Larimer,9,12,3-12,5,2,Eastern,Highland
1344182,914436,0173J00309000000,322  MINGO ST,City of Pittsburgh,2376,Building,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4654854022,-79.8954667706,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344183,914439,0173J00320000000,7109  MINGO ST,City of Pittsburgh,7425,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4658818304,-79.8956053304,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344184,914440,0173J00323000000,7109  MINGO ST,City of Pittsburgh,6400,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4658825087,-79.8958705243,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344185,914441,0173J00325000000,7108  MINGO ST,City of Pittsburgh,5000,Vacant Land,RM-M,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4658973428,-79.8960871184,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344186,914444,0173K00211000000,0  GLADEFIELD ST,City of Pittsburgh,3475,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4661763056,-79.8938800875,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344187,914445,0173K00212000000,7164  GLADEFIELD ST,City of Pittsburgh,3500,Building,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4661800319,-79.893965611,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344188,914446,0173K00215000000,7156  GLADEFIELD ST,City of Pittsburgh,10763,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4661938095,-79.8941431423,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344189,914447,0173K00216000000,7154  GLADEFIELD ST,City of Pittsburgh,2900,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4662124178,-79.8943101976,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344190,914448,0173K00217000000,7150  GLADEFIELD ST,City of Pittsburgh,4470,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4662120126,-79.8944113515,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344191,914449,0173K00218000000,0  GLADEFIELD ST,City of Pittsburgh,3800,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4662242194,-79.8945203631,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344192,914450,0173K00219000000,0  GLADEFIELD ST,City of Pittsburgh,3825,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4662318563,-79.8946093526,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344193,914451,0173K00220000000,0  GLADEFIELD ST,City of Pittsburgh,3850,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4662359528,-79.8946942629,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344194,914452,0173K00221000000,7140  GLADEFIELD ST,City of Pittsburgh,3925,Vacant Land,P,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-24,40.4662463976,-79.8947832509,42003561900,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
1344195,550102,0174R00202000000,607  BRUSHTON AVE,City of Pittsburgh,,Vacant Land,LNC,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2017-05-02,40.4531924475,-79.8893383656,42003130400,Homewood South,9,13,3-17,5,2,Eastern,Frick
1344196,914431,0125M00012000000,7037  BENNETT ST,City of Pittsburgh,4050,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4574818417,-79.8999662696,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1344197,914457,0174J00005000000,807  N LANG AVE,City of Pittsburgh,3375,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4574032847,-79.8989905176,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1344198,914458,0174J00299000000,802  N HOMEWOOD AVE,City of Pittsburgh,2700,Building,LNC,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4565502134,-79.8963057268,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1344199,914382,0056F00336000000,126  HAZELWOOD AVE,City of Pittsburgh,4800,Building,LNC,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4112039884,-79.9439914094,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344200,914385,0056J00138000000,6  W TECUMSEH ST,City of Pittsburgh,784,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4076742499,-79.9472042248,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344201,914386,0056J00139000000,5  W TECUMSEH ST,City of Pittsburgh,787,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.407664921,-79.9472517903,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344202,914387,0056J00172000000,5  TECUMSEH ST,City of Pittsburgh,771,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4075523896,-79.9477805499,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344203,914388,0056J00225000000,295  W ELIZABETH ST,City of Pittsburgh,2880,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4068408341,-79.9461365017,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344204,914389,0056K00065000A00,39  W ELIZABETH ST,City of Pittsburgh,953,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4066307009,-79.9448462996,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344205,914390,0056N00013000000,5118  LYTLE ST,City of Pittsburgh,2322,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.405896616,-79.9454518983,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344206,914391,0056N00015000000,5122  LYTLE ST,City of Pittsburgh,1854,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4058116527,-79.9454333351,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344207,914392,0056N00221000000,94  COURTLAND ST,City of Pittsburgh,1660,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4050385135,-79.9471426573,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344208,914393,0056N00222000000,93  COURTLAND ST,City of Pittsburgh,1618,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-26,40.4050253855,-79.9472371561,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344209,914394,0056N00226000000,5139  LANGHORN ST,City of Pittsburgh,1560,Building,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-26,40.4052498548,-79.9472020651,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344210,914396,0056P00141000000,5243  DYKE ST,City of Pittsburgh,968,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4046664276,-79.9432462353,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344211,914397,0056P00144000A00,5251  DYKE ST,City of Pittsburgh,992,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4044577894,-79.9431943889,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344212,914398,0056P00159000000,5124  2ND AVE,City of Pittsburgh,4276,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.406178126,-79.9434238174,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344213,914399,0057B00198000000,5271  DYKE ST,City of Pittsburgh,1161,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4039042808,-79.9430581888,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344214,914400,0057B00228000000,5232  LYTLE ST,City of Pittsburgh,2403,Vacant Land,GI,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-25,40.4040750524,-79.9450599328,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Frick
1344215,914405,0090S00074000000,0  NICEVILLE ST,City of Pittsburgh,1704,Vacant Land,R1D-L,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.395952192,-79.9200724136,42003310300,New Homestead,5,31,4-20,4,3,Eastern,Frick
1344216,914406,0091F00082000000,0  GIRDER ST,City of Pittsburgh,4500,Vacant Land,R1D-L,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.3901046688,-79.9247939551,42003310300,New Homestead,5,31,4-20,4,3,Eastern,Frick
1344217,946904,0020M00127000000,906 VALONIA ST,City of Pittsburgh,2500,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2013-10-25,2017-05-11,40.4458315,-80.0358555,,Elliott,2,20,1-17,6,5,Northern,Emerald
1344218,914280,0023B00220000000,0  PERRYSVILLE AVE,City of Pittsburgh,1040,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-22,40.4609107351,-80.0088915371,42003250300,Central Northside,6,25,1-10,1,1,Northern,Riverview
1344219,914336,0046S00149000000,638  TOBOGGAN ST,City of Pittsburgh,2500,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.464710596,-80.0015956432,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344220,914337,0046S00152000000,0  TOBOGGAN ST,City of Pittsburgh,2650,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.4647054734,-80.0018306953,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344221,914338,0046S00153000000,630  TOBOGGAN ST,City of Pittsburgh,2500,Building,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.464716676,-80.0019242446,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344222,914340,0046S00193000000,621  TOBOGGAN ST,City of Pittsburgh,2450,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.4644455491,-80.0020620482,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344223,914341,0046S00195000000,625  TOBOGGAN ST,City of Pittsburgh,12512,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.4644648521,-80.0017867976,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344224,914342,0046S00198000000,627  RISING MAIN AVE,City of Pittsburgh,4556,Building,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.4643003059,-80.0017029596,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344225,914343,0046S00200000000,631  RISING MAIN AVE,City of Pittsburgh,5814,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.4642557098,-80.0015449663,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344226,914344,0046S00205000000,637  RISING MAIN AVE,City of Pittsburgh,2400,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.4642582001,-80.0013625703,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344227,914345,0046S00206000000,639  RISING MAIN AVE,City of Pittsburgh,4800,Vacant Land,H,Hold for Study,Hold for Study,Treasurer Sale,2016-10-28,2017-05-22,40.4642752256,-80.0012562772,42003250900,Fineview,1,25,1-6,1,1,Northern,Riverview
1344228,914214,0003R00047000000,40  WELSH WAY,City of Pittsburgh,2290,Vacant Land,H,Greenway,Permanent City Ownership,Treasurer Sale,2016-10-28,2017-05-31,40.4244945298,-79.9874732506,42003170600,South Side Slopes,3,17,4-3,3,4,Southern,Schenley
1344229,914204,0003N00154000000,619  EUREKA ST,City of Pittsburgh,3750,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4239385427,-79.9965550923,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344230,914205,0003N00164000000,633  PETREL WAY,City of Pittsburgh,812,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4238986562,-79.9962360055,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344231,914219,0003R00328000000,938  EUREKA ST,City of Pittsburgh,3531,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4236877493,-79.9902369948,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344232,914228,0014A00222000A00,627  EDGEMONT ST,City of Pittsburgh,700,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4223657908,-79.9963353906,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344233,914229,0014A00222000B00,627  EDGEMONT ST,City of Pittsburgh,700,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4223267749,-79.9963356442,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344234,914230,0014A00222000C00,629  EDGEMONT ST,City of Pittsburgh,850,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4222822887,-79.9963345699,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344235,914232,0014A00296000000,27  MILLBRIDGE ST,City of Pittsburgh,1728,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4233505937,-79.9956155271,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344236,914239,0014B00090000000,721  CARNIVAL WAY,City of Pittsburgh,1500,Building,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4224165617,-79.9950200313,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344237,914242,0014B00327000000,1120  ARLINGTON AVE,City of Pittsburgh,1075,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4223471935,-79.9918264543,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344238,914243,0014B00328000A00,1114  ARLINGTON AVE,City of Pittsburgh,1088,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4224462411,-79.9916556378,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344239,914244,0014B00403000000,908  EXCELSIOR ST,City of Pittsburgh,1409,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4228724537,-79.9913612779,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344240,914245,0014B00404000000,910  EXCELSIOR ST,City of Pittsburgh,1505,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4229073611,-79.9912948677,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
1344241,914246,0014B00405000000,916  EXCELSIOR ST,City of Pittsburgh,1664,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-10-28,2017-05-31,40.4229490748,-79.9912315174,42003180300,Allentown,3,18,4-5,3,4,Southern,Emerald
